customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
22134,301,LeonardRaji,M,60000,25-09-2022,Burbank,California,United States,91502
22135,635,JuliaHernandez,F,70000,06-05-2022,Renton,Washington,United States,98055
22136,316,DevinEvans,M,80000,06-05-2022,El Cajon,California,United States,92020
22137,345,ElizabethGriffin,F,60000,05-12-2022,Newport Beach,California,United States,92625
22138,307,AlexandraBrooks,F,80000,17-04-2022,Chula Vista,California,United States,91910
22139,311,JaimePal,M,80000,12-05-2022,Concord,California,United States,94519
22140,635,MakaylaSanchez,F,50000,25-12-2022,Renton,Washington,United States,98055
22141,66,JesseCarter,M,50000,26-08-2022,Sooke,British Columbia,Canada,V0
22142,302,NelsonAlonso,M,50000,27-03-2022,Burlingame,California,United States,94010
22143,49,SummerPrasad,F,50000,15-02-2022,Cliffside,British Columbia,Canada,V8Y 1L1
22144,50,ZacharyWang,M,60000,13-07-2022,Haney,British Columbia,Canada,V2W 1W2
22145,299,EduardoKelly,M,60000,22-03-2022,Berkeley,California,United States,94704
22146,374,BenjaminChen,M,50000,11-12-2022,Torrance,California,United States,90505
22147,21,BrettKapoor,M,10000,24-08-2022,Caloundra,Queensland,Australia,4551
22148,33,CandacePrasad,F,10000,22-06-2022,Cranbourne,Victoria,Australia,3977
22149,31,GregoryShen,M,20000,30-12-2022,Hobart,Tasmania,Australia,7001
22150,27,DamienLiang,M,30000,11-03-2022,Townsville,Queensland,Australia,4810
22151,28,NeilJimenez,M,10000,08-09-2022,Cloverdale,South Australia,Australia,6105
22152,337,MarcusKing,M,60000,07-12-2022,Long Beach,California,United States,90802
22153,361,AlyssaKelly,F,70000,28-05-2022,San Gabriel,California,United States,91776
22154,77,YolandaYuan,F,40000,04-02-2022,Chalk Riber,Ontario,Canada,K0J 1J0
22155,39,SteveCai,M,20000,07-09-2022,Sunbury,Victoria,Australia,3429
22156,20,JamieZheng,F,30000,06-03-2022,Brisbane,Queensland,Australia,4000
22157,536,MariaRichardson,F,40000,08-10-2022,Beaverton,Oregon,United States,97005
22158,536,AmberPhillips,F,40000,06-06-2022,Beaverton,Oregon,United States,97005
22159,631,DavidDavis,M,40000,11-12-2022,Olympia,Washington,United States,98501
22160,547,AlexRichardson,M,40000,03-06-2022,Portland,Oregon,United States,97205
22161,299,RachelClark,F,40000,20-12-2022,Berkeley,California,United States,94704
22162,301,BradYuan,M,60000,05-06-2022,Burbank,California,United States,91502
22163,334,MorganScott,F,60000,04-02-2022,Lakewood,California,United States,90712
22164,372,DestinyMorris,F,70000,10-06-2022,Spring Valley,California,United States,91977
22165,325,AaronPerez,M,60000,18-05-2022,Glendale,California,United States,91203
22166,648,KatherineGray,F,60000,12-06-2022,Yakima,Washington,United States,98901
22167,5,ColleenYang,F,20000,10-02-2022,Lane Cove,New South Wales,Australia,1597
22168,19,EricaWang,F,30000,12-04-2021,Wollongong,New South Wales,Australia,2500
22169,35,JennyLi,F,20000,19-06-2022,Melbourne,Victoria,Australia,3000
22170,40,CynthiaMartinez,F,30000,03-04-2021,Warrnambool,Victoria,Australia,3280
22171,33,MeredithGonzalez,F,30000,24-04-2021,Cranbourne,Victoria,Australia,3977
22172,14,CesarSara,M,30000,01-04-2021,Rhodes,New South Wales,Australia,2138
22173,14,BiancaCai,F,30000,08-04-2021,Rhodes,New South Wales,Australia,2138
22174,30,MicahLu,M,30000,11-04-2021,Perth,South Australia,Australia,6006
22175,40,JoyDominguez,F,30000,12-04-2021,Warrnambool,Victoria,Australia,3280
22176,19,AlejandroYang,M,40000,05-07-2022,Wollongong,New South Wales,Australia,2500
22177,13,MeghanSuarez,F,40000,13-07-2022,Port Macquarie,New South Wales,Australia,2444
22178,13,JessicaBell,F,40000,10-04-2021,Port Macquarie,New South Wales,Australia,2444
22179,16,AbbyMehta,F,40000,15-06-2022,Springwood,New South Wales,Australia,2777
22180,11,JoeSrini,M,70000,31-03-2021,North Ryde,New South Wales,Australia,2113
22181,11,GaryRomero,M,70000,05-04-2021,North Ryde,New South Wales,Australia,2113
22182,66,MadelineParker,F,40000,26-05-2020,Sooke,British Columbia,Canada,V0
22183,611,BenjaminJones,M,40000,17-10-2022,Bremerton,Washington,United States,98312
22184,334,JeremyCarter,M,60000,13-10-2022,Lakewood,California,United States,90712
22185,352,ConnorHenderson,M,60000,26-03-2022,Palo Alto,California,United States,94303
22186,358,JonathanFoster,M,60000,23-12-2022,San Carlos,California,United States,94070
22187,539,HannahRussell,F,50000,01-01-2023,Corvallis,Oregon,United States,97330
22188,609,SarahBarnes,F,60000,20-12-2022,Bellingham,Washington,United States,98225
22189,612,LindaHernandez,F,70000,20-06-2022,Burien,Washington,United States,98168
22190,335,CarlosRichardson,M,60000,22-10-2022,Lemon Grove,California,United States,91945
22191,637,JackAdams,M,60000,17-05-2022,Seattle,Washington,United States,98104
22192,627,HenryZimmerman,M,60000,24-06-2022,Marysville,Washington,United States,98270
22193,37,ToniGarcia,F,80000,28-04-2021,Seaford,Victoria,Australia,3198
22194,6,BruceSai,M,80000,26-04-2021,Lavender Bay,New South Wales,Australia,2060
22195,20,PhilipRomero,M,80000,05-04-2021,Brisbane,Queensland,Australia,4000
22196,27,FrancisRomero,M,80000,13-04-2021,Townsville,Queensland,Australia,4810
22197,28,LarryDominguez,M,80000,06-04-2021,Cloverdale,South Australia,Australia,6105
22198,2,FrankHernandez,M,80000,10-04-2021,Coffs Harbour,New South Wales,Australia,2450
22199,34,DavidLee,M,80000,17-04-2021,Geelong,Victoria,Australia,3220
22200,8,MarthaYe,F,70000,11-04-2021,Matraville,New South Wales,Australia,2036
22201,27,LindseyLuo,F,70000,19-05-2021,Townsville,Queensland,Australia,4810
22202,17,RobertoDiaz,M,70000,07-05-2021,St. Leonards,New South Wales,Australia,2065
22203,37,AlishaZheng,F,100000,23-05-2021,Seaford,Victoria,Australia,3198
22204,31,DustinXie,M,110000,15-07-2022,Hobart,Tasmania,Australia,7001
22205,2,BobbySaunders,M,110000,20-07-2022,Coffs Harbour,New South Wales,Australia,2450
22206,21,CynthiaRodriguez,F,110000,12-08-2022,Caloundra,Queensland,Australia,4551
22207,5,NancySanchez,F,130000,05-05-2021,Lane Cove,New South Wales,Australia,1597
22208,14,CandiceLiang,F,110000,31-03-2022,Rhodes,New South Wales,Australia,2138
22209,13,CedricShen,M,110000,03-05-2022,Port Macquarie,New South Wales,Australia,2444
22210,12,MarthaYang,F,110000,11-06-2022,North Sydney,New South Wales,Australia,2055
22211,631,RichardGray,M,60000,15-05-2022,Olympia,Washington,United States,98501
22212,3,KaraXu,F,110000,03-05-2022,Darlinghurst,New South Wales,Australia,2010
22213,30,JayPatel,M,110000,27-02-2022,Perth,South Australia,Australia,6006
22214,34,SabrinaRuiz,F,120000,29-09-2022,Geelong,Victoria,Australia,3220
22215,336,SamuelLal,M,130000,14-04-2022,Lincoln Acres,California,United States,91950
22216,372,MarcusHoward,M,150000,11-06-2022,Spring Valley,California,United States,91977
22217,59,DylanPowell,M,70000,17-01-2023,Oak Bay,British Columbia,Canada,V8P
22218,611,ChristianBryant,M,60000,24-12-2022,Bremerton,Washington,United States,98312
22219,53,Juha-PekkaPosti,F,60000,22-11-2022,Metchosin,British Columbia,Canada,V9
22220,543,BrandonSharma,M,60000,26-12-2022,Lebanon,Oregon,United States,97355
22221,310,BenjaminKumar,M,60000,14-12-2022,Colma,California,United States,94014
22222,374,AngelHill,M,90000,19-12-2022,Torrance,California,United States,90505
22223,339,GabrielleParker,F,90000,27-09-2022,Mill Valley,California,United States,94941
22224,307,KatherineAlexander,F,90000,10-06-2022,Chula Vista,California,United States,91910
22225,618,JessicaMurphy,F,90000,27-06-2022,Issaquah,Washington,United States,98027
22226,326,MorganSanders,F,60000,18-03-2022,Grossmont,California,United States,91941
22227,301,BarbaraCai,F,60000,26-03-2022,Burbank,California,United States,91502
22228,616,KatelynGonzalez,F,60000,31-10-2022,Everett,Washington,United States,98201
22229,301,WyattPerry,M,60000,04-12-2022,Burbank,California,United States,91502
22230,54,JordynBennett,F,70000,26-05-2020,N. Vancouver,British Columbia,Canada,V7L 4J4
22231,325,GraceBrooks,F,70000,30-05-2022,Glendale,California,United States,91203
22232,50,PaigeBrooks,F,50000,21-05-2020,Haney,British Columbia,Canada,V2W 1W2
22233,50,XavierMartin,M,50000,18-05-2020,Haney,British Columbia,Canada,V2W 1W2
22234,63,KatherineGonzalez,F,50000,23-05-2020,Shawnee,British Columbia,Canada,V8Z 4N5
22235,312,SebastianPeterson,M,60000,19-12-2022,Coronado,California,United States,92118
22236,345,JoseGonzalez,M,40000,27-12-2022,Newport Beach,California,United States,92625
22237,325,AngelMorris,M,40000,27-07-2022,Glendale,California,United States,91203
22238,543,AlexMurphy,M,40000,27-12-2022,Lebanon,Oregon,United States,97355
22239,360,JesseCook,M,40000,01-07-2022,San Francisco,California,United States,94109
22240,627,MiguelPowell,M,40000,04-06-2022,Marysville,Washington,United States,98270
22241,634,AlexandriaWashington,F,40000,11-12-2022,Redmond,Washington,United States,98052
22242,648,CameronWalker,M,40000,06-03-2022,Yakima,Washington,United States,98901
22243,627,EmmaLewis,F,60000,04-12-2022,Marysville,Washington,United States,98270
22244,614,ShelbyHoward,F,50000,05-04-2022,Edmonds,Washington,United States,98020
22245,542,EvanLopez,M,50000,08-12-2022,Lake Oswego,Oregon,United States,97034
22246,326,JacquelineCox,F,50000,02-12-2022,Grossmont,California,United States,91941
22247,62,RyanWilliams,M,50000,20-06-2020,Royal Oak,British Columbia,Canada,V8X
22248,300,GaryRamos,M,50000,01-12-2022,Beverly Hills,California,United States,90210
22249,335,KevinChen,M,70000,27-06-2022,Lemon Grove,California,United States,91945
22250,368,MichaelWilson,M,70000,27-06-2022,Santa Cruz,California,United States,95062
22251,41,MarthaShe,F,60000,18-06-2020,Calgary,Alberta,Canada,T2P 2G8
22252,59,MakaylaBrooks,F,60000,23-06-2020,Oak Bay,British Columbia,Canada,V8P
22253,611,StephanieReed,F,60000,28-12-2022,Bremerton,Washington,United States,98312
22254,627,FernandoScott,M,60000,13-01-2022,Marysville,Washington,United States,98270
22255,637,NicoleRogers,F,70000,26-06-2022,Seattle,Washington,United States,98104
22256,307,EdwinLu,M,70000,01-06-2022,Chula Vista,California,United States,91910
22257,311,CarrieRomero,F,70000,06-06-2022,Concord,California,United States,94519
22258,325,JessicaReed,F,70000,16-06-2022,Glendale,California,United States,91203
22259,543,DaltonMitchell,M,40000,08-01-2022,Lebanon,Oregon,United States,97355
22260,548,CourtneyAllen,F,50000,07-01-2022,Salem,Oregon,United States,97301
22261,299,IsaacAllen,M,50000,28-12-2021,Berkeley,California,United States,94704
22262,339,MarcusCollins,M,50000,22-01-2022,Mill Valley,California,United States,94941
22263,623,PatrickBlue,M,60000,22-01-2023,Kirkland,Washington,United States,98033
22264,49,StephanieColeman,F,60000,10-06-2022,Cliffside,British Columbia,Canada,V8Y 1L1
22265,63,JeremiahSanchez,M,70000,10-03-2022,Shawnee,British Columbia,Canada,V8Z 4N5
22266,345,RachelSanders,F,70000,26-06-2022,Newport Beach,California,United States,92625
22267,55,BriannaRodriguez,F,70000,12-06-2020,Newton,British Columbia,Canada,V2L3W8
22268,57,AlexandraBarnes,F,60000,27-06-2020,Newton,British Columbia,Canada,V2M1P1
22269,311,CalebYang,M,70000,23-07-2022,Concord,California,United States,94519
22270,325,AntonioGonzales,M,80000,07-06-2022,Glendale,California,United States,91203
22271,336,ConnorMitchell,M,80000,19-06-2022,Lincoln Acres,California,United States,91950
22272,352,IsabellaKelly,F,80000,21-06-2022,Palo Alto,California,United States,94303
22273,307,PatriciaRodriguez,F,40000,17-01-2022,Chula Vista,California,United States,91910
22274,642,AdamChen,M,40000,21-01-2022,Tacoma,Washington,United States,98403
22275,336,IanBailey,M,40000,08-02-2022,Lincoln Acres,California,United States,91950
22276,361,GabriellaGray,F,40000,02-02-2022,San Gabriel,California,United States,91776
22277,632,AriannaTorres,F,40000,25-01-2023,Port Orchard,Washington,United States,98366
22278,54,MariahGray,F,50000,16-03-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
22279,302,RileyKelly,F,50000,04-12-2022,Burlingame,California,United States,94010
22280,314,LuisScott,M,50000,17-05-2022,Daly City,California,United States,94015
22281,385,AlexiaDiaz,F,60000,15-02-2022,Woodland Hills,California,United States,91364
22282,542,JonathanHughes,M,40000,30-01-2022,Lake Oswego,Oregon,United States,97034
22283,546,EduardoDavis,M,60000,20-08-2022,Oregon City,Oregon,United States,97045
22284,300,KristySanz,F,60000,28-01-2022,Beverly Hills,California,United States,90210
22285,49,MeredithMoreno,F,60000,14-07-2022,Cliffside,British Columbia,Canada,V8Y 1L1
22286,361,GabrielHughes,M,60000,12-05-2022,San Gabriel,California,United States,91776
22287,336,MeganGriffin,F,60000,18-02-2022,Lincoln Acres,California,United States,91950
22288,536,IsabelPatterson,F,60000,07-02-2022,Beaverton,Oregon,United States,97005
22289,298,ThomasLong,M,60000,06-02-2022,Bellflower,California,United States,90706
22290,637,JocelynJenkins,F,70000,05-06-2022,Seattle,Washington,United States,98104
22291,299,CarlosMorris,M,70000,31-05-2022,Berkeley,California,United States,94704
22292,301,StacyGomez,F,70000,26-06-2022,Burbank,California,United States,91502
22293,322,JasmineJohnson,F,70000,06-06-2022,Fremont,California,United States,94536
22294,325,RachelBrown,F,70000,22-06-2022,Glendale,California,United States,91203
22295,329,JadeMorgan,F,70000,23-06-2022,Imperial Beach,California,United States,91932
22296,335,BenjaminJohnson,M,70000,27-10-2022,Lemon Grove,California,United States,91945
22297,355,JasmineGarcia,F,70000,16-06-2022,Redwood City,California,United States,94063
22298,372,MarcusWilliams,M,70000,24-07-2022,Spring Valley,California,United States,91977
22299,59,RichardMurphy,M,70000,07-06-2020,Oak Bay,British Columbia,Canada,V8P
22300,634,KaitlynPrice,F,60000,22-02-2022,Redmond,Washington,United States,98052
22301,334,AbigailRodriguez,F,60000,06-02-2022,Lakewood,California,United States,90712
22302,243,ClaytonGuo,M,40000,10-07-2022,Leeds,England,United Kingdom,LE18
22303,213,PhilipAlonso,M,20000,14-12-2022,Verrieres Le Buisson,Essonne,France,91370
22304,256,JaimeVazquez,F,20000,22-07-2022,London,England,United Kingdom,W1X3SE
22305,248,AnneCarlson,F,20000,05-01-2023,London,England,United Kingdom,SW19 3RU
22306,196,IvanKapoor,M,30000,05-05-2022,Paris,Seine (Paris),France,75007
22307,120,SarahRoss,F,40000,01-10-2022,Hof,Bayern,Germany,95010
22308,237,CassandraLopez,F,40000,30-06-2022,Esher-Molesey,England,United Kingdom,EM15
22309,246,LeahZhou,F,40000,13-08-2022,London,England,United Kingdom,EC1R 0DU
22310,171,ChristinaSanders,F,20000,24-06-2022,Neunkirchen,Saarland,Germany,66578
22311,277,BruceSara,M,30000,15-07-2022,York,England,United Kingdom,Y024 1GF
22312,183,KristiMehta,F,40000,11-01-2022,Orleans,Loiret,France,45000
22313,271,JarrodMartinez,M,40000,03-08-2022,Warrington,England,United Kingdom,WA1
22314,225,BrandyPatel,F,10000,01-08-2022,Orly,Val de Marne,France,94310
22315,278,DarrenRaman,M,20000,23-10-2022,York,England,United Kingdom,Y03 4TN
22316,202,DeannaSara,F,20000,29-05-2022,Paris,Seine (Paris),France,75016
22317,161,KarlaNath,F,20000,01-03-2022,Solingen,Nordrhein-Westfalen,Germany,42651
22318,143,RamonXu,M,30000,26-12-2022,Bonn,Hamburg,Germany,53131
22319,199,JorgeZhou,M,30000,25-05-2022,Paris,Seine (Paris),France,75010
22320,230,DannyGill,M,30000,06-08-2022,Berkshire,England,United Kingdom,RG11 5TP
22321,276,AlanZeng,M,40000,12-08-2022,Woolston,England,United Kingdom,WA1 4SY
22322,220,RogerZhao,M,30000,03-05-2022,Bobigny,Seine Saint Denis,France,93000
22323,211,EricaLiang,F,40000,21-01-2022,Les Ulis,Essonne,France,91940
22324,217,KariGill,F,40000,28-03-2022,Paris La Defense,Hauts de Seine,France,92081
22325,243,NoahRodriguez,M,40000,29-07-2022,Leeds,England,United Kingdom,LE18
22326,635,RileyHoward,F,40000,06-11-2022,Renton,Washington,United States,98055
22327,612,JakeCai,M,40000,16-02-2022,Burien,Washington,United States,98168
22328,612,GraceAnderson,F,50000,08-02-2022,Burien,Washington,United States,98168
22329,542,GracePeterson,F,50000,24-02-2022,Lake Oswego,Oregon,United States,97034
22330,311,JoseWalker,M,50000,28-01-2022,Concord,California,United States,94519
22331,307,MicheleYuan,F,20000,15-01-2023,Chula Vista,California,United States,91910
22332,62,BrittanyBennett,F,30000,16-06-2022,Royal Oak,British Columbia,Canada,V8X
22333,546,GabriellaWatson,F,40000,04-03-2022,Oregon City,Oregon,United States,97045
22334,612,JuanSerrano,M,60000,23-02-2022,Burien,Washington,United States,98168
22335,623,AnthonyTaylor,M,60000,11-03-2022,Kirkland,Washington,United States,98033
22336,302,FrankMoreno,M,60000,26-03-2022,Burlingame,California,United States,94010
22337,310,HaleyJenkins,F,20000,14-10-2022,Colma,California,United States,94014
22338,314,ThomasRussell,M,20000,02-02-2022,Daly City,California,United States,94015
22339,634,RichardNelson,M,20000,01-08-2022,Redmond,Washington,United States,98052
22340,368,IsaacYoung,M,20000,02-09-2022,Santa Cruz,California,United States,95062
22341,542,TristanWashington,M,20000,27-01-2023,Lake Oswego,Oregon,United States,97034
22342,612,JonLal,M,20000,01-10-2022,Burien,Washington,United States,98168
22343,641,BrittanyPowell,F,30000,04-04-2022,Spokane,Washington,United States,99202
22344,307,KrystalYang,F,30000,28-05-2022,Chula Vista,California,United States,91910
22345,368,AmandaJames,F,30000,17-02-2022,Santa Cruz,California,United States,95062
22346,300,CatherineHoward,F,40000,01-03-2022,Beverly Hills,California,United States,90210
22347,383,AbigailLong,F,30000,18-09-2022,West Covina,California,United States,91791
22348,347,ZoeTorres,F,30000,26-05-2022,Novato,California,United States,94947
22349,62,MasonMorris,M,30000,17-08-2022,Royal Oak,British Columbia,Canada,V8X
22350,637,RileyPowell,F,30000,19-10-2022,Seattle,Washington,United States,98104
22351,612,SarahDavis,F,30000,19-06-2022,Burien,Washington,United States,98168
22352,334,ElizabethMoore,F,30000,07-09-2022,Lakewood,California,United States,90712
22353,55,AmandaAllen,F,30000,20-07-2022,Newton,British Columbia,Canada,V2L3W8
22354,71,SaraKing,F,30000,06-07-2022,Westminster,British Columbia,Canada,V3L 1H4
22355,311,LoganJones,M,30000,04-06-2022,Concord,California,United States,94519
22356,325,CharlesWard,M,30000,26-01-2023,Glendale,California,United States,91203
22357,316,JustinLal,M,30000,14-01-2023,El Cajon,California,United States,92020
